0: SUCCESS | Shard: shards/shard_0.db | Value: 1176617618.0
3102: SUCCESS | Shard: shards/shard_2.db | Value: 4988.3851
3103: SUCCESS | Shard: shards/shard_0.db | Value: 2965568458.0
3104: SUCCESS | Shard: shards/shard_1.db | Value: 3708838528.0
3105: SUCCESS | Shard: shards/shard_3.db | Value: 8952.5229
3106: SUCCESS | Shard: shards/shard_0.db | Value: 448936658.0
3107: SUCCESS | Shard: shards/shard_3.db | Value: 9580.8853
3108: SUCCESS | Shard: shards/shard_3.db | Value: 9311.8453
3109: SUCCESS | Shard: shards/shard_3.db | Value: 3539.397
3110: SUCCESS | Shard: shards/shard_2.db | Value: 8289.5827
3111: SUCCESS | Shard: shards/shard_1.db | Value: 3403686210.0
3112: SUCCESS | Shard: shards/shard_3.db | Value: 1883.5954
3113: SUCCESS | Shard: shards/shard_3.db | Value: 3481.6027
3114: SUCCESS | Shard: shards/shard_0.db | Value: 2833025762.0
3115: SUCCESS | Shard: shards/shard_1.db | Value: 4136390309.0
3116: SUCCESS | Shard: shards/shard_0.db | Value: 4266104953.0
3117: SUCCESS | Shard: shards/shard_1.db | Value: 1836817822.0
3118: SUCCESS | Shard: shards/shard_1.db | Value: 3759502199.0
3119: SUCCESS | Shard: shards/shard_1.db | Value: 249202887.0
3120: SUCCESS | Shard: shards/shard_0.db | Value: 3110060171.0
3121: SUCCESS | Shard: shards/shard_0.db | Value: 2182496116.0
3122: SUCCESS | Shard: shards/shard_1.db | Value: 1213193706.0
3123: SUCCESS | Shard: shards/shard_1.db | Value: 2491886339.0
3124: SUCCESS | Shard: shards/shard_2.db | Value: 6538.5961
3125: SUCCESS | Shard: shards/shard_1.db | Value: 2546657985.0
3126: SUCCESS | Shard: shards/shard_1.db | Value: 1359553600.0
3127: SUCCESS | Shard: shards/shard_1.db | Value: 1009470761.0
3128: SUCCESS | Shard: shards/shard_1.db | Value: 3493830329.0
3129: SUCCESS | Shard: shards/shard_0.db | Value: 2990870528.0
3130: SUCCESS | Shard: shards/shard_1.db | Value: 993275214.0
3131: SUCCESS | Shard: shards/shard_0.db | Value: 3932564229.0
3132: SUCCESS | Shard: shards/shard_2.db | Value: 7916.7781
3133: SUCCESS | Shard: shards/shard_0.db | Value: 1840280485.0
3134: SUCCESS | Shard: shards/shard_1.db | Value: 1484816651.0
3135: SUCCESS | Shard: shards/shard_0.db | Value: 2860485136.0
3136: SUCCESS | Shard: shards/shard_2.db | Value: 5390.1702
3137: SUCCESS | Shard: shards/shard_3.db | Value: 1246.6785
3138: SUCCESS | Shard: shards/shard_1.db | Value: 2052706056.0
3139: SUCCESS | Shard: shards/shard_2.db | Value: 5947.2432
3140: SUCCESS | Shard: shards/shard_3.db | Value: 1263.9817
3141: SUCCESS | Shard: shards/shard_1.db | Value: 2045779363.0
3142: SUCCESS | Shard: shards/shard_0.db | Value: 557311383.0
3143: SUCCESS | Shard: shards/shard_2.db | Value: 8504.2155
3144: SUCCESS | Shard: shards/shard_1.db | Value: 14017256.0
3145: SUCCESS | Shard: shards/shard_1.db | Value: 4123192143.0
3146: SUCCESS | Shard: shards/shard_2.db | Value: 899.982
3147: SUCCESS | Shard: shards/shard_1.db | Value: 1103527612.0
3148: SUCCESS | Shard: shards/shard_0.db | Value: 2419772363.0
3149: SUCCESS | Shard: shards/shard_1.db | Value: 3034771125.0
3150: SUCCESS | Shard: shards/shard_0.db | Value: 4219496657.0
3151: SUCCESS | Shard: shards/shard_0.db | Value: 501538030.0
3152: SUCCESS | Shard: shards/shard_0.db | Value: 389115986.0
3153: SUCCESS | Shard: shards/shard_3.db | Value: 417.6161
3154: SUCCESS | Shard: shards/shard_3.db | Value: 7250.8206
3155: SUCCESS | Shard: shards/shard_1.db | Value: 662046262.0
3156: SUCCESS | Shard: shards/shard_2.db | Value: 9729.724
3157: SUCCESS | Shard: shards/shard_1.db | Value: 1286482063.0
3158: SUCCESS | Shard: shards/shard_3.db | Value: 2417.3339
3159: SUCCESS | Shard: shards/shard_2.db | Value: 3054.7401
3160: SUCCESS | Shard: shards/shard_3.db | Value: 2169.5585
3161: SUCCESS | Shard: shards/shard_1.db | Value: 2543733432.0
3162: SUCCESS | Shard: shards/shard_0.db | Value: 1798479526.0
3163: SUCCESS | Shard: shards/shard_2.db | Value: 5976.8667
3164: SUCCESS | Shard: shards/shard_0.db | Value: 2902615483.0
3165: SUCCESS | Shard: shards/shard_0.db | Value: 4161209461.0
3166: SUCCESS | Shard: shards/shard_3.db | Value: 3485.0621
3167: SUCCESS | Shard: shards/shard_1.db | Value: 2516486060.0
3168: SUCCESS | Shard: shards/shard_3.db | Value: 2568.5959
3169: SUCCESS | Shard: shards/shard_0.db | Value: 557204112.0
3170: SUCCESS | Shard: shards/shard_3.db | Value: 2961.2321
3171: SUCCESS | Shard: shards/shard_0.db | Value: 2420142993.0
3172: SUCCESS | Shard: shards/shard_3.db | Value: 4294.8126
3173: SUCCESS | Shard: shards/shard_3.db | Value: 7592.6753
3174: SUCCESS | Shard: shards/shard_3.db | Value: 8376.5052
3175: SUCCESS | Shard: shards/shard_0.db | Value: 3390359047.0
3176: SUCCESS | Shard: shards/shard_1.db | Value: 368120273.0
3177: SUCCESS | Shard: shards/shard_2.db | Value: 1832.2372
3178: SUCCESS | Shard: shards/shard_0.db | Value: 4247250850.0
3179: SUCCESS | Shard: shards/shard_1.db | Value: 4126523014.0
3180: SUCCESS | Shard: shards/shard_2.db | Value: 9290.9649
3181: SUCCESS | Shard: shards/shard_0.db | Value: 3675418744.0
3182: SUCCESS | Shard: shards/shard_1.db | Value: 3178086457.0
3183: SUCCESS | Shard: shards/shard_0.db | Value: 4097333643.0
3184: SUCCESS | Shard: shards/shard_1.db | Value: 1932554852.0
3185: SUCCESS | Shard: shards/shard_1.db | Value: 1084518365.0
3186: SUCCESS | Shard: shards/shard_1.db | Value: 774882581.0
3187: SUCCESS | Shard: shards/shard_1.db | Value: 1150345438.0
3188: SUCCESS | Shard: shards/shard_3.db | Value: 2257.8961
3189: SUCCESS | Shard: shards/shard_1.db | Value: 3562638790.0
3190: SUCCESS | Shard: shards/shard_3.db | Value: 1450.5612
3191: SUCCESS | Shard: shards/shard_3.db | Value: 7697.2933
3192: SUCCESS | Shard: shards/shard_2.db | Value: 9982.829
3193: SUCCESS | Shard: shards/shard_2.db | Value: 2450.3835
3194: SUCCESS | Shard: shards/shard_2.db | Value: 1582.3941
3195: SUCCESS | Shard: shards/shard_1.db | Value: 1461673768.0
3196: SUCCESS | Shard: shards/shard_0.db | Value: 3374112669.0
3197: SUCCESS | Shard: shards/shard_0.db | Value: 694796145.0
3198: SUCCESS | Shard: shards/shard_1.db | Value: 1977654578.0
3199: SUCCESS | Shard: shards/shard_1.db | Value: 3620524411.0
3200: SUCCESS | Shard: shards/shard_3.db | Value: 2412.7706
3201: SUCCESS | Shard: shards/shard_1.db | Value: 3211641091.0
3202: SUCCESS | Shard: shards/shard_2.db | Value: 2152.8667
3203: SUCCESS | Shard: shards/shard_1.db | Value: 3712549293.0
3204: SUCCESS | Shard: shards/shard_3.db | Value: 643.9007
3205: SUCCESS | Shard: shards/shard_1.db | Value: 3326222970.0
3206: SUCCESS | Shard: shards/shard_0.db | Value: 2468516247.0
3207: SUCCESS | Shard: shards/shard_0.db | Value: 3796909553.0
3208: SUCCESS | Shard: shards/shard_2.db | Value: 719.221
3209: SUCCESS | Shard: shards/shard_3.db | Value: 1186.0756
3210: SUCCESS | Shard: shards/shard_0.db | Value: 2992161158.0
3211: SUCCESS | Shard: shards/shard_3.db | Value: 3908.5404
3212: SUCCESS | Shard: shards/shard_0.db | Value: 306363380.0
3213: SUCCESS | Shard: shards/shard_0.db | Value: 3466003782.0
3214: SUCCESS | Shard: shards/shard_2.db | Value: 1523.3542
3215: SUCCESS | Shard: shards/shard_1.db | Value: 1400912362.0
3216: SUCCESS | Shard: shards/shard_3.db | Value: 2368.2773
3217: SUCCESS | Shard: shards/shard_0.db | Value: 183615479.0
3218: SUCCESS | Shard: shards/shard_3.db | Value: 3232.1257
3219: SUCCESS | Shard: shards/shard_0.db | Value: 4170468597.0
3220: SUCCESS | Shard: shards/shard_0.db | Value: 3411717216.0
3221: SUCCESS | Shard: shards/shard_1.db | Value: 868166923.0
3222: SUCCESS | Shard: shards/shard_0.db | Value: 1874965409.0
3223: SUCCESS | Shard: shards/shard_0.db | Value: 2302334817.0
3224: SUCCESS | Shard: shards/shard_0.db | Value: 2121267835.0
3225: SUCCESS | Shard: shards/shard_1.db | Value: 2849828363.0
3226: SUCCESS | Shard: shards/shard_2.db | Value: 3966.8043
3227: SUCCESS | Shard: shards/shard_1.db | Value: 3704791855.0
3228: SUCCESS | Shard: shards/shard_0.db | Value: 3301282157.0
3229: SUCCESS | Shard: shards/shard_1.db | Value: 3471176680.0
3230: SUCCESS | Shard: shards/shard_0.db | Value: 582581052.0
3231: SUCCESS | Shard: shards/shard_1.db | Value: 1555000101.0
3232: SUCCESS | Shard: shards/shard_0.db | Value: 2996984532.0
3233: SUCCESS | Shard: shards/shard_0.db | Value: 1719437859.0
3234: SUCCESS | Shard: shards/shard_3.db | Value: 6702.7108
3235: SUCCESS | Shard: shards/shard_1.db | Value: 848082462.0
3236: SUCCESS | Shard: shards/shard_0.db | Value: 2386903035.0
3237: SUCCESS | Shard: shards/shard_0.db | Value: 3105065874.0
3238: SUCCESS | Shard: shards/shard_1.db | Value: 3250925058.0
3239: SUCCESS | Shard: shards/shard_1.db | Value: 3169457762.0
3240: SUCCESS | Shard: shards/shard_1.db | Value: 2047653462.0
3241: SUCCESS | Shard: shards/shard_0.db | Value: 1943153976.0
3242: SUCCESS | Shard: shards/shard_0.db | Value: 1641432034.0
3243: SUCCESS | Shard: shards/shard_1.db | Value: 3857858724.0
3244: SUCCESS | Shard: shards/shard_2.db | Value: 7912.1214
3245: SUCCESS | Shard: shards/shard_0.db | Value: 1482724259.0
3246: SUCCESS | Shard: shards/shard_1.db | Value: 167805996.0
3247: SUCCESS | Shard: shards/shard_3.db | Value: 5588.4135
3248: SUCCESS | Shard: shards/shard_0.db | Value: 4213983578.0
3249: SUCCESS | Shard: shards/shard_1.db | Value: 739683170.0
3250: SUCCESS | Shard: shards/shard_2.db | Value: 7068.8073
3251: SUCCESS | Shard: shards/shard_1.db | Value: 4258193761.0
3252: SUCCESS | Shard: shards/shard_3.db | Value: 9899.1741
3253: SUCCESS | Shard: shards/shard_1.db | Value: 2323180790.0
3254: SUCCESS | Shard: shards/shard_0.db | Value: 1528438836.0
3255: SUCCESS | Shard: shards/shard_2.db | Value: 2451.6817
3256: SUCCESS | Shard: shards/shard_3.db | Value: 9447.7814
3257: SUCCESS | Shard: shards/shard_3.db | Value: 4925.9616
3258: SUCCESS | Shard: shards/shard_3.db | Value: 9919.903
3259: SUCCESS | Shard: shards/shard_3.db | Value: 576.6564
3260: SUCCESS | Shard: shards/shard_1.db | Value: 3228307812.0
3261: SUCCESS | Shard: shards/shard_3.db | Value: 2100.458
3262: SUCCESS | Shard: shards/shard_2.db | Value: 8332.715
3263: SUCCESS | Shard: shards/shard_1.db | Value: 592345953.0
3264: SUCCESS | Shard: shards/shard_0.db | Value: 335515272.0
3265: SUCCESS | Shard: shards/shard_2.db | Value: 8591.4123
3266: SUCCESS | Shard: shards/shard_3.db | Value: 9622.4482
3267: SUCCESS | Shard: shards/shard_0.db | Value: 1085068493.0
3268: SUCCESS | Shard: shards/shard_1.db | Value: 2496383597.0
3269: SUCCESS | Shard: shards/shard_1.db | Value: 141816173.0
3270: SUCCESS | Shard: shards/shard_1.db | Value: 1052543406.0
3271: SUCCESS | Shard: shards/shard_3.db | Value: 5019.2024
3272: SUCCESS | Shard: shards/shard_1.db | Value: 4063530849.0
3273: SUCCESS | Shard: shards/shard_0.db | Value: 4097539159.0
3274: SUCCESS | Shard: shards/shard_1.db | Value: 849511127.0
3275: SUCCESS | Shard: shards/shard_1.db | Value: 4290295754.0
3276: SUCCESS | Shard: shards/shard_1.db | Value: 1787290989.0
3277: SUCCESS | Shard: shards/shard_0.db | Value: 701859955.0
3278: SUCCESS | Shard: shards/shard_1.db | Value: 362942020.0
3279: SUCCESS | Shard: shards/shard_1.db | Value: 1451894581.0
3280: SUCCESS | Shard: shards/shard_2.db | Value: 380.3387
3281: SUCCESS | Shard: shards/shard_0.db | Value: 2320253088.0
3282: SUCCESS | Shard: shards/shard_2.db | Value: 634.3358
3283: SUCCESS | Shard: shards/shard_2.db | Value: 5517.6503
3284: SUCCESS | Shard: shards/shard_3.db | Value: 8097.1188
3285: SUCCESS | Shard: shards/shard_2.db | Value: 3012.9314
3286: SUCCESS | Shard: shards/shard_3.db | Value: 3724.9811
3287: SUCCESS | Shard: shards/shard_2.db | Value: 1891.9829
3288: SUCCESS | Shard: shards/shard_3.db | Value: 7493.2894
3289: SUCCESS | Shard: shards/shard_0.db | Value: 2321817825.0
3290: SUCCESS | Shard: shards/shard_0.db | Value: 1128659605.0
3291: SUCCESS | Shard: shards/shard_1.db | Value: 3126350100.0
3292: SUCCESS | Shard: shards/shard_3.db | Value: 5450.989
3293: SUCCESS | Shard: shards/shard_3.db | Value: 769.8179
3294: SUCCESS | Shard: shards/shard_1.db | Value: 1715049508.0
3295: SUCCESS | Shard: shards/shard_3.db | Value: 9768.5454
3296: SUCCESS | Shard: shards/shard_2.db | Value: 3326.8261
3297: SUCCESS | Shard: shards/shard_2.db | Value: 3451.3541
3298: SUCCESS | Shard: shards/shard_3.db | Value: 6240.0352
3299: SUCCESS | Shard: shards/shard_1.db | Value: 15571015.0
3300: SUCCESS | Shard: shards/shard_0.db | Value: 1871126929.0
3301: SUCCESS | Shard: shards/shard_1.db | Value: 2051686857.0
3302: SUCCESS | Shard: shards/shard_1.db | Value: 3096690456.0
3303: SUCCESS | Shard: shards/shard_0.db | Value: 2198280796.0
3304: SUCCESS | Shard: shards/shard_3.db | Value: 138.9243
3305: SUCCESS | Shard: shards/shard_0.db | Value: 3769456054.0
3306: SUCCESS | Shard: shards/shard_0.db | Value: 1554890720.0
3307: SUCCESS | Shard: shards/shard_0.db | Value: 4198892615.0
3308: SUCCESS | Shard: shards/shard_1.db | Value: 679568362.0
3309: SUCCESS | Shard: shards/shard_1.db | Value: 2168017440.0
3310: SUCCESS | Shard: shards/shard_1.db | Value: 2011450414.0
3311: SUCCESS | Shard: shards/shard_2.db | Value: 369.9502
3312: SUCCESS | Shard: shards/shard_3.db | Value: 7132.6786
3313: SUCCESS | Shard: shards/shard_2.db | Value: 5910.2495
3314: SUCCESS | Shard: shards/shard_3.db | Value: 3408.8649
3315: SUCCESS | Shard: shards/shard_1.db | Value: 587850011.0
3316: SUCCESS | Shard: shards/shard_0.db | Value: 1884262829.0
3317: SUCCESS | Shard: shards/shard_3.db | Value: 8598.665
3318: SUCCESS | Shard: shards/shard_2.db | Value: 5240.1946
3319: SUCCESS | Shard: shards/shard_3.db | Value: 5604.1398
3320: SUCCESS | Shard: shards/shard_0.db | Value: 4030458341.0
3321: SUCCESS | Shard: shards/shard_3.db | Value: 7157.5256
3322: SUCCESS | Shard: shards/shard_2.db | Value: 7593.5674
3323: SUCCESS | Shard: shards/shard_3.db | Value: 2864.3148
3324: SUCCESS | Shard: shards/shard_3.db | Value: 6394.0558
3325: SUCCESS | Shard: shards/shard_3.db | Value: 7124.0371
3326: SUCCESS | Shard: shards/shard_1.db | Value: 4928598.0
3327: SUCCESS | Shard: shards/shard_1.db | Value: 3050963700.0
3328: SUCCESS | Shard: shards/shard_1.db | Value: 399378000.0
3329: SUCCESS | Shard: shards/shard_0.db | Value: 3013850749.0
3330: SUCCESS | Shard: shards/shard_2.db | Value: 4091.884
3331: SUCCESS | Shard: shards/shard_0.db | Value: 3652217551.0
3332: SUCCESS | Shard: shards/shard_3.db | Value: 7659.7856
3333: SUCCESS | Shard: shards/shard_0.db | Value: 2878669540.0
3334: SUCCESS | Shard: shards/shard_1.db | Value: 3852240777.0
3335: SUCCESS | Shard: shards/shard_3.db | Value: 2853.8059
3336: SUCCESS | Shard: shards/shard_2.db | Value: 1633.365
3337: SUCCESS | Shard: shards/shard_0.db | Value: 508480841.0
3338: SUCCESS | Shard: shards/shard_3.db | Value: 319.4629
3339: SUCCESS | Shard: shards/shard_2.db | Value: 689.0255
3340: SUCCESS | Shard: shards/shard_3.db | Value: 6026.8495
3341: SUCCESS | Shard: shards/shard_0.db | Value: 4043069787.0
3342: SUCCESS | Shard: shards/shard_2.db | Value: 5753.3279
3343: SUCCESS | Shard: shards/shard_1.db | Value: 3153886526.0
3344: SUCCESS | Shard: shards/shard_0.db | Value: 1987267806.0
3345: SUCCESS | Shard: shards/shard_1.db | Value: 1483923380.0
3346: SUCCESS | Shard: shards/shard_1.db | Value: 3545941635.0
3347: SUCCESS | Shard: shards/shard_2.db | Value: 7528.6808
3348: SUCCESS | Shard: shards/shard_3.db | Value: 1096.9453
3349: SUCCESS | Shard: shards/shard_1.db | Value: 2907187513.0
3350: SUCCESS | Shard: shards/shard_3.db | Value: 3028.6344
3351: SUCCESS | Shard: shards/shard_2.db | Value: 5697.4204
3352: SUCCESS | Shard: shards/shard_1.db | Value: 2117940030.0
3353: SUCCESS | Shard: shards/shard_2.db | Value: 3752.7119
3354: SUCCESS | Shard: shards/shard_2.db | Value: 7461.5438
3355: SUCCESS | Shard: shards/shard_0.db | Value: 216755624.0
3356: SUCCESS | Shard: shards/shard_0.db | Value: 2475226327.0
3357: SUCCESS | Shard: shards/shard_3.db | Value: 2430.9921
3358: SUCCESS | Shard: shards/shard_1.db | Value: 451983611.0
3359: SUCCESS | Shard: shards/shard_0.db | Value: 3640866380.0
3360: SUCCESS | Shard: shards/shard_3.db | Value: 2685.4107
3361: SUCCESS | Shard: shards/shard_2.db | Value: 1277.8781
3362: SUCCESS | Shard: shards/shard_3.db | Value: 7063.7391
3363: SUCCESS | Shard: shards/shard_1.db | Value: 2342383220.0
3364: SUCCESS | Shard: shards/shard_1.db | Value: 3046417058.0
3365: SUCCESS | Shard: shards/shard_0.db | Value: 1311088556.0
3366: SUCCESS | Shard: shards/shard_3.db | Value: 7478.9883
3367: SUCCESS | Shard: shards/shard_2.db | Value: 692.6196
3368: SUCCESS | Shard: shards/shard_0.db | Value: 2406010443.0
3369: SUCCESS | Shard: shards/shard_2.db | Value: 673.8024
3370: SUCCESS | Shard: shards/shard_0.db | Value: 3082534552.0
3371: SUCCESS | Shard: shards/shard_1.db | Value: 416368013.0
3372: SUCCESS | Shard: shards/shard_2.db | Value: 9783.4571
3373: SUCCESS | Shard: shards/shard_0.db | Value: 1318004555.0
3374: SUCCESS | Shard: shards/shard_2.db | Value: 2340.6284
3375: SUCCESS | Shard: shards/shard_0.db | Value: 1298424354.0
3376: SUCCESS | Shard: shards/shard_0.db | Value: 3857203444.0
3377: SUCCESS | Shard: shards/shard_3.db | Value: 8732.7824
3378: SUCCESS | Shard: shards/shard_1.db | Value: 3473480481.0
3379: SUCCESS | Shard: shards/shard_0.db | Value: 1148936748.0
3380: SUCCESS | Shard: shards/shard_0.db | Value: 95304151.0
3381: SUCCESS | Shard: shards/shard_3.db | Value: 5987.3584
3382: SUCCESS | Shard: shards/shard_2.db | Value: 3170.6218
3383: SUCCESS | Shard: shards/shard_1.db | Value: 3844871468.0
3384: SUCCESS | Shard: shards/shard_3.db | Value: 5099.1574
3385: SUCCESS | Shard: shards/shard_0.db | Value: 2434573925.0
3386: SUCCESS | Shard: shards/shard_0.db | Value: 2255021685.0
3387: SUCCESS | Shard: shards/shard_0.db | Value: 4050513208.0
3388: SUCCESS | Shard: shards/shard_3.db | Value: 4697.5099
3389: SUCCESS | Shard: shards/shard_1.db | Value: 2429995403.0
3390: SUCCESS | Shard: shards/shard_2.db | Value: 179.4515
3391: SUCCESS | Shard: shards/shard_3.db | Value: 8094.3455
3392: SUCCESS | Shard: shards/shard_2.db | Value: 7134.8492
3393: SUCCESS | Shard: shards/shard_3.db | Value: 5364.3163
3394: SUCCESS | Shard: shards/shard_1.db | Value: 657338688.0
3395: SUCCESS | Shard: shards/shard_2.db | Value: 2346.2864
3396: SUCCESS | Shard: shards/shard_3.db | Value: 3065.1825
3397: SUCCESS | Shard: shards/shard_1.db | Value: 877239012.0
3398: SUCCESS | Shard: shards/shard_1.db | Value: 2542574523.0
3399: SUCCESS | Shard: shards/shard_1.db | Value: 95251142.0
3400: SUCCESS | Shard: shards/shard_2.db | Value: 3295.7028
3401: SUCCESS | Shard: shards/shard_0.db | Value: 1759191220.0
3402: SUCCESS | Shard: shards/shard_3.db | Value: 702.1279
3403: SUCCESS | Shard: shards/shard_2.db | Value: 3377.203
3404: SUCCESS | Shard: shards/shard_3.db | Value: 5883.6087
3405: SUCCESS | Shard: shards/shard_3.db | Value: 667.8824
3406: SUCCESS | Shard: shards/shard_2.db | Value: 6506.6474
3407: SUCCESS | Shard: shards/shard_0.db | Value: 1145531393.0
3408: SUCCESS | Shard: shards/shard_2.db | Value: 4725.8731
3409: SUCCESS | Shard: shards/shard_1.db | Value: 2431897804.0
3410: SUCCESS | Shard: shards/shard_2.db | Value: 2285.068
3411: SUCCESS | Shard: shards/shard_2.db | Value: 8350.3321
3412: SUCCESS | Shard: shards/shard_1.db | Value: 2847126869.0
3413: SUCCESS | Shard: shards/shard_0.db | Value: 2554634854.0
3414: SUCCESS | Shard: shards/shard_0.db | Value: 1246046713.0
3415: SUCCESS | Shard: shards/shard_1.db | Value: 391393603.0
3416: SUCCESS | Shard: shards/shard_3.db | Value: 4013.94
3417: SUCCESS | Shard: shards/shard_1.db | Value: 665957022.0
3418: SUCCESS | Shard: shards/shard_0.db | Value: 3246590777.0
3419: SUCCESS | Shard: shards/shard_3.db | Value: 9718.154
3420: SUCCESS | Shard: shards/shard_0.db | Value: 740953920.0
3421: SUCCESS | Shard: shards/shard_0.db | Value: 3369268507.0
3422: SUCCESS | Shard: shards/shard_2.db | Value: 4397.4643
3423: SUCCESS | Shard: shards/shard_3.db | Value: 4927.66
3424: SUCCESS | Shard: shards/shard_3.db | Value: 4117.8648
3425: SUCCESS | Shard: shards/shard_3.db | Value: 2847.5587
3426: SUCCESS | Shard: shards/shard_0.db | Value: 3005315616.0
3427: SUCCESS | Shard: shards/shard_0.db | Value: 25195328.0
3428: SUCCESS | Shard: shards/shard_1.db | Value: 3065499558.0
3429: SUCCESS | Shard: shards/shard_2.db | Value: 9386.187
3430: SUCCESS | Shard: shards/shard_0.db | Value: 3003852577.0
3431: SUCCESS | Shard: shards/shard_3.db | Value: 745.5684
3432: SUCCESS | Shard: shards/shard_3.db | Value: 2753.7369
3433: SUCCESS | Shard: shards/shard_1.db | Value: 243823865.0
3434: SUCCESS | Shard: shards/shard_1.db | Value: 2181194760.0
3435: SUCCESS | Shard: shards/shard_1.db | Value: 1743126192.0
3436: SUCCESS | Shard: shards/shard_2.db | Value: 9395.0626
3437: SUCCESS | Shard: shards/shard_1.db | Value: 443748353.0
3438: SUCCESS | Shard: shards/shard_1.db | Value: 3328722467.0
3439: SUCCESS | Shard: shards/shard_3.db | Value: 5857.5511
3440: SUCCESS | Shard: shards/shard_1.db | Value: 2838758606.0
3441: SUCCESS | Shard: shards/shard_2.db | Value: 9430.9332
3442: SUCCESS | Shard: shards/shard_1.db | Value: 2947390052.0
3443: SUCCESS | Shard: shards/shard_0.db | Value: 2845829036.0
3444: SUCCESS | Shard: shards/shard_1.db | Value: 691967197.0
3445: SUCCESS | Shard: shards/shard_2.db | Value: 2187.5399
3446: SUCCESS | Shard: shards/shard_3.db | Value: 8444.1278
3447: SUCCESS | Shard: shards/shard_1.db | Value: 1897000234.0
3448: SUCCESS | Shard: shards/shard_1.db | Value: 4009050890.0
3449: SUCCESS | Shard: shards/shard_2.db | Value: 9003.2936
3450: SUCCESS | Shard: shards/shard_1.db | Value: 2279175184.0
3451: SUCCESS | Shard: shards/shard_1.db | Value: 1300037617.0
3452: SUCCESS | Shard: shards/shard_1.db | Value: 635700137.0
3453: SUCCESS | Shard: shards/shard_1.db | Value: 4110734795.0
3454: SUCCESS | Shard: shards/shard_0.db | Value: 2047783809.0
3455: SUCCESS | Shard: shards/shard_0.db | Value: 3864338842.0
3456: SUCCESS | Shard: shards/shard_1.db | Value: 1924027476.0
3457: SUCCESS | Shard: shards/shard_1.db | Value: 1018532515.0
3458: SUCCESS | Shard: shards/shard_3.db | Value: 423.574
3459: SUCCESS | Shard: shards/shard_0.db | Value: 4268242476.0
3460: SUCCESS | Shard: shards/shard_3.db | Value: 6415.6418
3461: SUCCESS | Shard: shards/shard_0.db | Value: 3821543542.0
3462: SUCCESS | Shard: shards/shard_3.db | Value: 4326.1033
3463: SUCCESS | Shard: shards/shard_3.db | Value: 2540.4101
3464: SUCCESS | Shard: shards/shard_1.db | Value: 1347600345.0
3465: SUCCESS | Shard: shards/shard_0.db | Value: 3276071067.0
3466: SUCCESS | Shard: shards/shard_1.db | Value: 1919601917.0
3467: SUCCESS | Shard: shards/shard_3.db | Value: 821.2678
3468: SUCCESS | Shard: shards/shard_0.db | Value: 2572818694.0
3469: SUCCESS | Shard: shards/shard_1.db | Value: 2905552677.0
3470: SUCCESS | Shard: shards/shard_2.db | Value: 2506.9488
3471: SUCCESS | Shard: shards/shard_1.db | Value: 954291487.0
3472: SUCCESS | Shard: shards/shard_0.db | Value: 169109737.0
3473: SUCCESS | Shard: shards/shard_0.db | Value: 2781032710.0
3474: SUCCESS | Shard: shards/shard_1.db | Value: 3431279769.0
3475: SUCCESS | Shard: shards/shard_0.db | Value: 3727217867.0
3476: SUCCESS | Shard: shards/shard_3.db | Value: 7384.7074
3477: SUCCESS | Shard: shards/shard_2.db | Value: 5582.876
3478: SUCCESS | Shard: shards/shard_0.db | Value: 2566926265.0
3479: SUCCESS | Shard: shards/shard_2.db | Value: 9608.3309
3480: SUCCESS | Shard: shards/shard_2.db | Value: 8020.2234
3481: SUCCESS | Shard: shards/shard_0.db | Value: 1019207921.0
3482: SUCCESS | Shard: shards/shard_1.db | Value: 2449903905.0
3483: SUCCESS | Shard: shards/shard_3.db | Value: 3605.4041
3484: SUCCESS | Shard: shards/shard_2.db | Value: 7759.5584
3485: SUCCESS | Shard: shards/shard_2.db | Value: 6238.5512
3486: SUCCESS | Shard: shards/shard_1.db | Value: 198208170.0
3487: SUCCESS | Shard: shards/shard_0.db | Value: 1307588767.0
3488: SUCCESS | Shard: shards/shard_1.db | Value: 99050626.0
3489: SUCCESS | Shard: shards/shard_2.db | Value: 6981.285
3490: SUCCESS | Shard: shards/shard_3.db | Value: 6122.3262
3491: SUCCESS | Shard: shards/shard_1.db | Value: 3912808814.0
3492: SUCCESS | Shard: shards/shard_2.db | Value: 2090.5231
3493: SUCCESS | Shard: shards/shard_3.db | Value: 9323.8833
3494: SUCCESS | Shard: shards/shard_1.db | Value: 2173168480.0
3495: SUCCESS | Shard: shards/shard_0.db | Value: 2985992874.0
3496: SUCCESS | Shard: shards/shard_3.db | Value: 9360.328
3497: SUCCESS | Shard: shards/shard_1.db | Value: 712805853.0
3498: SUCCESS | Shard: shards/shard_2.db | Value: 1977.9524
3499: SUCCESS | Shard: shards/shard_1.db | Value: 1874169908.0
3500: SUCCESS | Shard: shards/shard_2.db | Value: 5130.4207
3501: SUCCESS | Shard: shards/shard_3.db | Value: 8918.8482
3502: SUCCESS | Shard: shards/shard_1.db | Value: 2923226321.0
3503: SUCCESS | Shard: shards/shard_2.db | Value: 2843.2987
3504: SUCCESS | Shard: shards/shard_2.db | Value: 7944.948
3505: SUCCESS | Shard: shards/shard_2.db | Value: 6881.8373
3506: SUCCESS | Shard: shards/shard_2.db | Value: 8459.0911
3507: SUCCESS | Shard: shards/shard_0.db | Value: 268821134.0
